location;barcode;amount;sku;urun adi
C-043;12310494172;2;172KQ6G003W56V6XV;172KQ6G003W ELBISE
C-043;10559100192;4;NNA91MAM7KGG253RN;NNA91MAM7KG ATKI
C-048;73945053988;7;9X7EGIOB2K3082ZZL;9X7EGIOB2K3 PANTOLON
C-048;86901283154;9;3PP5P8H4F3EC4005B;3PP5P8H4F3E SISME MONT
C-053;56965590366;10;ZUIAKRL48GF8PWGYL;ZUIAKRL48GF ATKI
C-053;62667597277;10;T19SOQ1LLZE1QH2VN;T19SOQ1LLZE ELBISE
C-053;69550238948;9;CWQ1KF1UHMSUNFJI9;CWQ1KF1UHMS TOKA
C-053;84051009544;5;UHTAVPO5AQXPNCIZY;UHTAVPO5AQX ELBISE
C-053;91877407410;4;J3YBYC3HZXSM54X30;J3YBYC3HZXS BERE
C-053;49674713623;2;7QLU669F8BP7JTLRX;7QLU669F8BP SORT
C-053;56772837030;2;9CPGIEM4VR9ZKGPPU;9CPGIEM4VR9 SANDALET
C-053;87630741314;4;UVOWGAGGVVKFAJ3MK;UVOWGAGGVVK HIRKA
C-053;88748584952;9;EUMBLIC54O1P738H5;EUMBLIC54O1 CEKET
C-053;90133621027;10;64FCDN5MWNJZ8GQ8P;64FCDN5MWNJ ATKI
C-053;92841964511;5;59U6NBDJHA5FMR3E9;59U6NBDJHA5 SORT
C-053;46918787648;3;H4LCX2JR4CUTVIJFQ;H4LCX2JR4CU T-SHIRT
C-053;15951953603;3;MBPUVDF80TVLXEUS0;MBPUVDF80TV YELEK
C-053;85769817969;1;VS8WG8FXSWOX8IFJ7;VS8WG8FXSWO BERE
C-055;69695024727;5;H3S97O6N8HP3NZPSN;H3S97O6N8HP YELEK
C-055;99334586047;6;SUHLVZL0IXIEH6NWA;SUHLVZL0IXI CANTA
C-055;86880760801;4;BK75YX53A31ISRHQU;BK75YX53A31 CEKET
C-055;52387504758;6;7X0JZ341I5SG5WGWM;7X0JZ341I5S SORT
C-055;51588480066;3;0LYCZ1L0E7T4R1MZK;0LYCZ1L0E7T CORAP
C-055;91877407410;1;J3YBYC3HZXSM54X30;J3YBYC3HZXS BERE
C-055;22158804501;1;2KD66T1NGO23XSVT1;2KD66T1NGO2 PANTOLON
C-056;54672860973;5;JQUBNV5M14MYQWGOH;JQUBNV5M14M PANTOLON
C-060;60548941602;5;1NG9W4LQQ5E0TOG53;1NG9W4LQQ5E CEKET
C-060;49674713623;6;7QLU669F8BP7JTLRX;7QLU669F8BP SORT
C-060;53423261759;2;16NCBKYJPA1YZNDLP;16NCBKYJPA1 CEKET
C-060;59807485608;9;C7O2H8G6GHD8KJHB7;C7O2H8G6GHD T-SHIRT
C-060;56347453879;10;CCUVNJH3I8JXO043N;CCUVNJH3I8J CEKET
C-060;21649274457;9;XS1VQNHEU43RNFY1E;XS1VQNHEU43 SORT
C-060;82890410058;9;AKHOKWH9973ZT01MC;AKHOKWH9973 ATKI
C-060;63244662535;7;6NKFNUO7MESRUN02F;6NKFNUO7MES ELBISE
C-060;27872399016;5;CKPH8I3J0JKHB6IEA;CKPH8I3J0JK CORAP
C-063;68306516518;9;P9GHE03JYTG50YOOS;P9GHE03JYTG HIRKA
C-063;68710647224;2;B5JWDE9QTGDI2F4SC;B5JWDE9QTGD BERE
C-063;58502862470;8;GQXH1BVGLK8TJK9OW;GQXH1BVGLK8 ELBISE
C-065;10950496115;1;49X5VSKRQO81WB3B1;49X5VSKRQO8 SANDALET
C-065;90220916130;3;7RMM5KVHDNYU7BY55;7RMM5KVHDNY SORT
C-065;93079881190;2;GHLMLT929NPWZLZRX;GHLMLT929NP TOKA
C-065;47349166709;6;QD7BZBANNI1OQUI63;QD7BZBANNI1 BERE
C-068;29513857657;1;QCBJERHD3RD2A5VA3;QCBJERHD3RD ATKI
C-068;34797406887;9;LZ4TPEE985HKNGNS6;LZ4TPEE985H ELBISE
C-068;45394130689;6;7OMEGRE171K3961JP;7OMEGRE171K T-SHIRT
C-068;58378355000;7;94HDFUXZG406HC0PL;94HDFUXZG40 CORAP
C-077;29672050562;7;NEA0J67F1WUCSGTF3;NEA0J67F1WU CANTA
C-077;25335243349;8;2RI55D7VRTLC77IUA;2RI55D7VRTL SISME MONT
C-080;81650039176;8;AYT3VJ241A58ISGNY;AYT3VJ241A5 ATKI
C-080;38776615301;1;ETUK6UH0BUR9MGXIY;ETUK6UH0BUR T-SHIRT
C-080;12948139227;7;K3ZLJ6BQ7AZJGSQBJ;K3ZLJ6BQ7AZ CANTA
C-080;17855291823;4;D072TUO5HJADV45FK;D072TUO5HJA HIRKA
C-080;86901283154;8;3PP5P8H4F3EC4005B;3PP5P8H4F3E SISME MONT
C-080;94978749867;10;247ISDO3ET7DNKWPV;247ISDO3ET7 AYAKKABI
C-083;26344147015;4;TXAXQI35PZKEG5DY7;TXAXQI35PZK ELBISE
C-083;75547749688;5;9BKI9H0W9WI0YNN34;9BKI9H0W9WI TOKA
C-083;75547749688;6;9BKI9H0W9WI0YNN34;9BKI9H0W9WI TOKA
C-083;25335243349;3;2RI55D7VRTLC77IUA;2RI55D7VRTL SISME MONT
C-083;70147487276;7;3HKDA0VDAS6ZMOUM2;3HKDA0VDAS6 PANTOLON
C-087;15951953603;4;MBPUVDF80TVLXEUS0;MBPUVDF80TV YELEK
C-087;75509766394;1;SL5CCVW98H8B8M8KL;SL5CCVW98H8 ELBISE
C-087;93472012257;1;POAND4A8AFRS13TFJ;POAND4A8AFR PATIK
C-087;85589322648;6;5L7O1LBSCPYDACXG2;5L7O1LBSCPY SORT
C-087;54985249964;3;JRCKDEJ10HK5WJ709;JRCKDEJ10HK SISME MONT
C-087;10206431360;6;5JTMSR626CJQZZAUJ;5JTMSR626CJ SISME MONT
C-087;55135677948;2;GAF9CG24AUXT1H4NT;GAF9CG24AUX PATIK
C-087;56522850641;7;ZKWGBVU01S3PWXCO8;ZKWGBVU01S3 SISME MONT
C-087;69695024727;7;H3S97O6N8HP3NZPSN;H3S97O6N8HP YELEK
C-087;83957873658;5;DZLV49X83828VEDAU;DZLV49X8382 SORT
C-087;41744577765;3;JR52OT40D24UQXGGW;JR52OT40D24 TOKA
C-087;62415289978;6;IOGFMIK2ZTBULR2TJ;IOGFMIK2ZTB CORAP
C-087;96557460972;5;F6GL94E5EPE6AO02U;F6GL94E5EPE SANDALET
C-087;17996610664;9;VTD1HUX5083N6I91O;VTD1HUX5083 PANTOLON
C-087;28291563968;2;OLPFAHI8K2WP0TZ24;OLPFAHI8K2W SORT
C-092;50376759926;1;DMK7Q127VS5XQ8ZPC;DMK7Q127VS5 CORAP
C-092;84974051728;7;2S236WG4IU5IDWPT1;2S236WG4IU5 ATKI
C-092;11363943523;3;WKEXXHP0MWFNU7USF;WKEXXHP0MWF HIRKA
C-092;97381055277;1;7Z57H1IFXBMSSM8K3;7Z57H1IFXBM CANTA
C-092;49476752138;7;G67RULGIWI1CZQ6PK;G67RULGIWI1 ELBISE
C-092;40379412115;9;GYFXFARY52PS84JCX;GYFXFARY52P SORT
C-095;12120382571;3;CNMSGWDC0RECEXJCJ;CNMSGWDC0RE PANTOLON
C-095;47349166709;3;QD7BZBANNI1OQUI63;QD7BZBANNI1 BERE
C-095;47240766423;8;T4BBS496VKX2307TW;T4BBS496VKX SANDALET
C-095;55968607427;8;CBFSRQNY9WP8SL8B1;CBFSRQNY9WP PANTOLON
C-096;77531270453;7;B3AU5QF4BBKUD798W;B3AU5QF4BBK PATIK
C-096;76655414934;8;GG0N4W5UQAZBLUS87;GG0N4W5UQAZ PATIK
C-096;21933417290;10;B1T8W4ILC2UFEEZPL;B1T8W4ILC2U CANTA
D-011;11241098527;8;20TAR58AR47JK234I;20TAR58AR47 TOKA
D-011;66450864998;4;PVM7RO785XXWO09CB;PVM7RO785XX SISME MONT
D-011;87685753919;9;2HOVTJ6TZ1W6H7TVD;2HOVTJ6TZ1W ELBISE
D-011;54312043358;10;CN97KFESLBOAIENO5;CN97KFESLBO SORT
D-011;99803325827;5;R4JPW0YVSR45OATH6;R4JPW0YVSR4 PATIK
D-011;97387812670;5;JGKJWXDWFOXKPR4TU;JGKJWXDWFOX CEKET
D-011;59320044274;1;IV266XQTR3Q4KSVDK;IV266XQTR3Q AYAKKABI
D-011;50669886592;1;QPQ9CNGCQSJHA132L;QPQ9CNGCQSJ T-SHIRT
D-011;38871785849;3;SJASPPGVLEYTLJ3J2;SJASPPGVLEY ELBISE
D-013;83217028054;9;UHJ63ZZM1WPOLU9GL;UHJ63ZZM1WP T-SHIRT
D-013;29840114463;6;2ZW4EREG67P2XNDFB;2ZW4EREG67P BERE
D-016;79384689361;2;RCV4FX4WUTIQEO3CX;RCV4FX4WUTI T-SHIRT
D-016;42937479548;3;ZJB44I4FU1LB64B62;ZJB44I4FU1L HIRKA
D-016;37280071779;10;VF5KQ4SDVHLTF8KDB;VF5KQ4SDVHL SORT
D-016;47591205780;10;2WF4DHOE80FQVNFFK;2WF4DHOE80F T-SHIRT
D-016;24629406037;6;5SSPWG3R10001O0V3;5SSPWG3R100 TOKA
D-016;43587586656;3;X7UMCI6JLTVDRH76S;X7UMCI6JLTV T-SHIRT
D-016;12754764482;9;OC9FUT75QEAT3SBVV;OC9FUT75QEA PANTOLON
D-016;70245480722;3;ZT6ZKPMWZA51YM2HA;ZT6ZKPMWZA5 ELBISE
D-016;64798248777;10;52Z9M3KUVSK400G57;52Z9M3KUVSK SISME MONT
D-016;51624120614;1;QF9JEUMN6JFLNF02K;QF9JEUMN6JF SORT
D-016;65220396742;7;ZJYBMLUUG2EZFU7OR;ZJYBMLUUG2E SISME MONT
D-016;90120981839;4;VA08DUY6IQ1SXKWN0;VA08DUY6IQ1 CEKET
D-016;10427238549;1;BH19ZC5GI8MT9QBA7;BH19ZC5GI8M HIRKA
D-019;44186607921;10;VIBQO6MYOIM5EKPGX;VIBQO6MYOIM SORT
D-019;15241653619;8;P63RB8BGWR1C4E7R0;P63RB8BGWR1 SANDALET
D-019;32437541046;6;6OEPMDNXUHHL6VLFR;6OEPMDNXUHH CEKET
D-022;50165901843;8;QUUBDJDMQZBJ56Y3J;QUUBDJDMQZB PANTOLON
D-022;59559555113;6;XXTBFPMY3EK16FPJ2;XXTBFPMY3EK PATIK
D-022;52130636094;4;PWBEM332WC8D9FTMK;PWBEM332WC8 ELBISE
D-022;28291563968;6;OLPFAHI8K2WP0TZ24;OLPFAHI8K2W SORT
D-022;96025464461;2;A29IYAWERLF27WMPJ;A29IYAWERLF SORT
D-022;83170698939;3;P37HU9OSI504L7PJN;P37HU9OSI50 CEKET
D-022;18157965941;5;QZP1B7YFXQQO3RCXQ;QZP1B7YFXQQ PATIK
D-022;46918787648;9;H4LCX2JR4CUTVIJFQ;H4LCX2JR4CU T-SHIRT
D-022;96017216890;7;4V6ZNEWHWRFHV0PA8;4V6ZNEWHWRF PANTOLON
D-022;13102832400;9;WKET2E01KQLHNN1F8;WKET2E01KQL SORT
D-022;85437014339;1;WUBLKIAXB752US64K;WUBLKIAXB75 TOKA
D-022;92366791804;10;0ADNSBWDTY6FQGA41;0ADNSBWDTY6 ATKI
D-023;77390032609;4;DFU7ZMAUAV01UKH8D;DFU7ZMAUAV0 AYAKKABI
D-023;58791383292;9;L1K4IA8TXWC8NM4VE;L1K4IA8TXWC HIRKA
D-023;84603833739;8;XOFWDUR2OUOTVQMQS;XOFWDUR2OUO BERE
D-023;11698850642;9;12YMEI2YIA0ZDGISR;12YMEI2YIA0 AYAKKABI
D-023;57868430749;3;8BQWF055SV1Y9B2JT;8BQWF055SV1 PATIK
D-023;62790853942;3;XLDTU5YFB4O3TLI59;XLDTU5YFB4O PATIK
D-032;43587586656;2;X7UMCI6JLTVDRH76S;X7UMCI6JLTV T-SHIRT
D-039;70159583405;4;DJ9SWXDL3MUAHIIUK;DJ9SWXDL3MU TOKA
D-039;34797406887;5;LZ4TPEE985HKNGNS6;LZ4TPEE985H ELBISE
D-039;39518733494;5;PTTQVATZF9FP25H92;PTTQVATZF9F SANDALET
D-039;27904986969;1;YDBQ4CCS2JSCV6EMA;YDBQ4CCS2JS ATKI
D-039;65414975871;7;ZB2T5WDPZXJAQCJ1V;ZB2T5WDPZXJ BERE
D-039;24629406037;10;5SSPWG3R10001O0V3;5SSPWG3R100 TOKA
D-039;44862377832;6;EHCPD2L8ZFDGRF71L;EHCPD2L8ZFD HIRKA
D-039;50960808437;4;IVTLGBF9KNW8FPWHX;IVTLGBF9KNW HIRKA
D-039;84468237282;1;5BSGDG24WE3FRR134;5BSGDG24WE3 YELEK
D-039;49802535993;2;AWA6HMXAEWUJC6OML;AWA6HMXAEWU TOKA
D-039;71320627447;7;B1D09CTK2SIZJE33O;B1D09CTK2SI SANDALET
D-048;46307191377;3;FEWGEXQW5RJBVO2AG;FEWGEXQW5RJ SISME MONT
D-048;42665953268;3;VN0X9PVWBC3XXR456;VN0X9PVWBC3 SANDALET
D-048;44752687762;1;BV9XBAIW3I3BDSV6V;BV9XBAIW3I3 BERE
D-048;68488832508;3;P2IX04MY2IDA6SUDE;P2IX04MY2ID CANTA
D-048;56225826380;4;19ZWELNR88ORT9XY7;19ZWELNR88O T-SHIRT
D-048;30780950485;9;6T0FBT78CH819L0SX;6T0FBT78CH8 PANTOLON
D-048;16317262050;7;F3TBSVKZDZZ43NM53;F3TBSVKZDZZ ELBISE
D-049;70159583405;2;DJ9SWXDL3MUAHIIUK;DJ9SWXDL3MU TOKA
D-049;33781936809;5;K5GVWQL2WIA98FHFD;K5GVWQL2WIA YELEK
D-049;96409835232;3;2T2PJUOIIHG7XN9T4;2T2PJUOIIHG YELEK
D-049;63568712554;3;U9DWF2TI41KBGPUQ8;U9DWF2TI41K BERE
D-049;17243128604;4;P5Q1EU8HWS17EUI55;P5Q1EU8HWS1 CORAP
D-049;10564180909;9;BDD8NXYZ3FAP8LZ8R;BDD8NXYZ3FA ATKI
D-049;31638805065;6;QD4Z10W436EN94AJ2;QD4Z10W436E ATKI
D-064;50433537571;8;KUYY2X9BAOBDNX6P0;KUYY2X9BAOB ELBISE
D-064;48139997022;2;HI6DL8MDMSWM1LFFD;HI6DL8MDMSW ELBISE
D-064;82123716564;5;0GZPKRGPHGYG5N40R;0GZPKRGPHGY SISME MONT
D-064;34774857531;3;BB6I3PBZKF191VWB4;BB6I3PBZKF1 ATKI
D-064;98069559643;7;38X2EX3VEFOPX2OE5;38X2EX3VEFO ELBISE
D-064;74063085987;2;QVEWQZ3URPXD6VYG2;QVEWQZ3URPX PATIK
D-064;33517626192;8;9F18WIIWOYZIQBO4R;9F18WIIWOYZ PATIK
D-064;47696308713;3;LLDYZXEH10JR8D0T9;LLDYZXEH10J ELBISE
D-070;46011649573;5;6GY0NN3Y6GWMD6LCH;6GY0NN3Y6GW ATKI
D-070;46495558766;5;VBFRFIVOM5BSV6ACP;VBFRFIVOM5B CEKET
D-070;10564180909;1;BDD8NXYZ3FAP8LZ8R;BDD8NXYZ3FA ATKI
D-070;24597692909;4;DEAU03JFV0ZY42R7X;DEAU03JFV0Z SANDALET
D-070;47591205780;4;2WF4DHOE80FQVNFFK;2WF4DHOE80F T-SHIRT
D-073;51588480066;5;0LYCZ1L0E7T4R1MZK;0LYCZ1L0E7T CORAP
D-073;13990831340;1;J9KYY9966HJT4HH8D;J9KYY9966HJ PATIK
D-073;71482408298;5;G6EDRXKV4CR9AREJ0;G6EDRXKV4CR HIRKA
D-073;84191688980;6;OVOL5QPQFNCYWWFRZ;OVOL5QPQFNC TOKA
D-073;82229491821;2;0SXGT1SG5W5VNCDP2;0SXGT1SG5W5 SANDALET
D-078;27833650262;2;1DSHY0JE0GH1AHVDL;1DSHY0JE0GH BERE
D-089;94271532765;7;Z4Q2W9B1BG0RPBR99;Z4Q2W9B1BG0 BERE
D-089;98366771319;9;4P5TFYMJ04M2W403U;4P5TFYMJ04M PANTOLON
D-089;77533440801;9;0LJJZVYWCP7MO3SN5;0LJJZVYWCP7 AYAKKABI
D-089;99272505087;4;ECCV6Q0QZOGVMCT8O;ECCV6Q0QZOG SORT
D-089;90153074462;1;3C56FCUUZE07GA6BW;3C56FCUUZE0 ELBISE
D-089;20829536198;1;9CZW62FMQ5NTFPYH6;9CZW62FMQ5N CORAP
D-089;15482309116;7;PPZEN2IKDZB3WD50U;PPZEN2IKDZB SANDALET
D-092;64798248777;4;52Z9M3KUVSK400G57;52Z9M3KUVSK SISME MONT
D-093;82897485163;9;IJWTWR329EAOCOJUK;IJWTWR329EA SISME MONT
D-100;86880760801;4;BK75YX53A31ISRHQU;BK75YX53A31 CEKET
D-100;37220459877;10;KW2OMD48542ZHDDVS;KW2OMD48542 CEKET
